id,title,diff_url,revision_id,timestamp,contributor_ip
24804972,ViaFast,http://en.wikipedia.org/w/index.php?diff=340761259,340761259,1264790674,157.150.192.237
162410,United Nations Secretariat,http://en.wikipedia.org/w/index.php?diff=340583842,340583842,1264709467,157.150.192.237
216034,United Nations System,http://en.wikipedia.org/w/index.php?diff=340583541,340583541,1264709350,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340575988,340575988,1264706604,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340573208,340573208,1264705593,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340558276,340558276,1264700146,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340558135,340558135,1264700098,157.150.192.237
24983490,Sindhi topi,http://en.wikipedia.org/w/index.php?diff=340547899,340547899,1264696292,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340424706,340424706,1264633755,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340424504,340424504,1264633679,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340424333,340424333,1264633626,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340423914,340423914,1264633476,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340420762,340420762,1264632411,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340420127,340420127,1264632179,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340419816,340419816,1264632056,157.150.192.237
25969016,Amir Dossal,http://en.wikipedia.org/w/index.php?diff=340416836,340416836,1264630982,157.150.192.237
18528652,United Nations Office for Partnerships,http://en.wikipedia.org/w/index.php?diff=340392726,340392726,1264623147,157.150.192.237
4543943,Keith L. Moore,http://en.wikipedia.org/w/index.php?diff=339229278,339229278,1264111485,157.150.192.237
4543943,Keith L. Moore,http://en.wikipedia.org/w/index.php?diff=339227891,339227891,1264111039,157.150.192.237
4543943,Keith L. Moore,http://en.wikipedia.org/w/index.php?diff=339227689,339227689,1264110963,157.150.192.237
95218,Browning Hi-Power,http://en.wikipedia.org/w/index.php?diff=339041415,339041415,1264026643,157.150.192.237
1689825,Laddu,http://en.wikipedia.org/w/index.php?diff=338978433,338978433,1264005354,157.150.192.237
10793955,Contingent owned equipment,http://en.wikipedia.org/w/index.php?diff=338609756,338609756,1263845461,157.150.192.237
3011729,Jehovah's Witnesses and the United Nations,http://en.wikipedia.org/w/index.php?diff=338089498,338089498,1263598993,157.150.192.237
8990162,Yair Naveh,http://en.wikipedia.org/w/index.php?diff=337661557,337661557,1263414376,157.150.192.237
800169,Panini (sandwich),http://en.wikipedia.org/w/index.php?diff=337427575,337427575,1263320274,157.150.192.237
800169,Panini (sandwich),http://en.wikipedia.org/w/index.php?diff=337427452,337427452,1263320235,157.150.192.237
1904249,Billund Airport,http://en.wikipedia.org/w/index.php?diff=335848149,335848149,1262630252,157.150.192.237
1904249,Billund Airport,http://en.wikipedia.org/w/index.php?diff=335848000,335848000,1262630198,157.150.192.237
3045212,Norwegian Air Shuttle destinations,http://en.wikipedia.org/w/index.php?diff=335847805,335847805,1262630135,157.150.192.237
9278278,Karup Airport,http://en.wikipedia.org/w/index.php?diff=335847357,335847357,1262629976,157.150.192.237
7122757,Bornholm Airport,http://en.wikipedia.org/w/index.php?diff=335846991,335846991,1262629835,157.150.192.237
3045212,Norwegian Air Shuttle destinations,http://en.wikipedia.org/w/index.php?diff=335846234,335846234,1262629552,157.150.192.237
19568112,Golf,http://en.wikipedia.org/w/index.php?diff=334961301,334961301,1262201020,157.150.192.237
22235283,Talk:Love,http://en.wikipedia.org/w/index.php?diff=334960466,334960466,1262200697,157.150.192.237
22235283,Talk:Love,http://en.wikipedia.org/w/index.php?diff=334960242,334960242,1262200610,157.150.192.237
22235283,Talk:Love,http://en.wikipedia.org/w/index.php?diff=334959931,334959931,1262200490,157.150.192.237
566821,Islamic terrorism,http://en.wikipedia.org/w/index.php?diff=334955450,334955450,1262198811,157.150.192.237
25575274,Ameerah Haq,http://en.wikipedia.org/w/index.php?diff=334762397,334762397,1262111277,157.150.192.237
25575274,Ameerah Haq,http://en.wikipedia.org/w/index.php?diff=334762320,334762320,1262111244,157.150.192.237
3751633,"National Theatre, Oslo",http://en.wikipedia.org/w/index.php?diff=333843513,333843513,1261679103,157.150.192.237
7301,Casablanca,http://en.wikipedia.org/w/index.php?diff=331810104,331810104,1260886646,157.150.192.237
727822,Charles Woodruff Yost,http://en.wikipedia.org/w/index.php?diff=331666089,331666089,1260819526,157.150.192.237
1490234,Nouvelle Droite,http://en.wikipedia.org/w/index.php?diff=331638002,331638002,1260809006,157.150.192.237
