article_id,title,diff_url,revision_id,ts,timestamp,contributor_ip
25372611,Talk:International Year of Biodiversity,http://en.wikipedia.org/w/index.php?diff=341290058,341290058,1.265039925E9,1265039925,132.150.226.76
1404955,Ohře,http://en.wikipedia.org/w/index.php?diff=340334340,340334340,1.264601909E9,1264601909,132.150.226.76
430288,HMS Sheffield,http://en.wikipedia.org/w/index.php?diff=336397655,336397655,1.262873279E9,1262873279,132.150.226.76
174857,Def Leppard,http://en.wikipedia.org/w/index.php?diff=331999870,331999870,1.260956611E9,1260956611,132.150.226.76
6233919,Darren Sheridan,http://en.wikipedia.org/w/index.php?diff=330865532,330865532,1.26045232E9,1260452320,132.150.226.76
183773,Billy Corgan,http://en.wikipedia.org/w/index.php?diff=326351877,326351877,1.258469734E9,1258469734,132.150.226.76
183773,Billy Corgan,http://en.wikipedia.org/w/index.php?diff=326351814,326351814,1.258469708E9,1258469708,132.150.226.76
2536990,KK Bosna,http://en.wikipedia.org/w/index.php?diff=325216957,325216957,1.257931813E9,1257931813,132.150.226.76
2536990,KK Bosna,http://en.wikipedia.org/w/index.php?diff=325216861,325216861,1.257931753E9,1257931753,132.150.226.76
2536990,KK Bosna,http://en.wikipedia.org/w/index.php?diff=325216757,325216757,1.257931693E9,1257931693,132.150.226.76
5889046,Cenderawasih University,http://en.wikipedia.org/w/index.php?diff=324222593,324222593,1.257483312E9,1257483312,132.150.226.76
8314659,Norwegian Ministry of Transport and Communications,http://en.wikipedia.org/w/index.php?diff=321543686,321543686,1.25628929E9,1256289290,132.150.8.242
9145950,Minister of Transport and Communications (Norway),http://en.wikipedia.org/w/index.php?diff=321543431,321543431,1.256289138E9,1256289138,132.150.8.242
9145950,Minister of Transport and Communications (Norway),http://en.wikipedia.org/w/index.php?diff=321543293,321543293,1.256289044E9,1256289044,132.150.8.242
9145950,Minister of Transport and Communications (Norway),http://en.wikipedia.org/w/index.php?diff=321542407,321542407,1.256288441E9,1256288441,132.150.8.242
1256958,Norges Bank,http://en.wikipedia.org/w/index.php?diff=312574151,312574151,1.252411147E9,1252411147,132.150.8.242
2863972,Norwegian Council of State,http://en.wikipedia.org/w/index.php?diff=312571456,312571456,1.25240971E9,1252409710,132.150.8.242
21973657,Martin Anderson (economist),http://en.wikipedia.org/w/index.php?diff=306177758,306177758,1.249464418E9,1249464418,132.150.226.76
23624425,Norwegian Consulate General Guangzhou,http://en.wikipedia.org/w/index.php?diff=303062582,303062582,1.248059663E9,1248059663,132.150.226.76
5798213,Dread Empire's Fall,http://en.wikipedia.org/w/index.php?diff=302191691,302191691,1.247646869E9,1247646869,132.150.8.242
14971478,Stein Lier-Hansen,http://en.wikipedia.org/w/index.php?diff=302095278,302095278,1.247599563E9,1247599563,132.150.226.76
2335704,Musikk Fra Hybridene,http://en.wikipedia.org/w/index.php?diff=302031159,302031159,1.247572726E9,1247572726,85.88.64.35
2335704,Musikk Fra Hybridene,http://en.wikipedia.org/w/index.php?diff=302030842,302030842,1.247572558E9,1247572558,85.88.64.35
1219243,Odd Einar Dørum,http://en.wikipedia.org/w/index.php?diff=302009959,302009959,1.247558654E9,1247558654,85.88.64.35
2192,August 11,http://en.wikipedia.org/w/index.php?diff=300947439,300947439,1.247037175E9,1247037175,132.150.226.76
1340058,Jan Egeland,http://en.wikipedia.org/w/index.php?diff=293774962,293774962,1.243883382E9,1243883382,132.150.226.76
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=289644036,289644036,1.242209068E9,1242209068,85.88.64.35
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=289643951,289643951,1.242209004E9,1242209004,85.88.64.35
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=289643775,289643775,1.242208872E9,1242208872,85.88.64.35
9441774,Location of European Union institutions,http://en.wikipedia.org/w/index.php?diff=285626176,285626176,1.240481673E9,1240481673,132.150.226.76
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=285620856,285620856,1.240478339E9,1240478339,85.88.64.35
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=285007862,285007862,1.240233132E9,1240233132,85.88.64.35
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=285007755,285007755,1.240233093E9,1240233093,85.88.64.35
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=285007600,285007600,1.240233026E9,1240233026,85.88.64.35
28897,Special Drawing Rights,http://en.wikipedia.org/w/index.php?diff=282301649,282301649,1.23909414E9,1239094140,132.150.226.76
28897,Special Drawing Rights,http://en.wikipedia.org/w/index.php?diff=282301567,282301567,1.239094094E9,1239094094,132.150.226.76
19053,Mineral,http://en.wikipedia.org/w/index.php?diff=281250956,281250956,1.238658989E9,1238658989,132.150.8.242
161672,Progress Party (Norway),http://en.wikipedia.org/w/index.php?diff=280612424,280612424,1.238405505E9,1238405505,85.88.64.35
491357,Sean Bean,http://en.wikipedia.org/w/index.php?diff=279580455,279580455,1.237988902E9,1237988902,132.150.226.76
42634,The Dark Side of the Moon,http://en.wikipedia.org/w/index.php?diff=278316064,278316064,1.237465194E9,1237465194,132.150.8.242
10524149,Lene Alexandra,http://en.wikipedia.org/w/index.php?diff=274941532,274941532,1.236180803E9,1236180803,132.150.226.76
10524149,Lene Alexandra,http://en.wikipedia.org/w/index.php?diff=274941352,274941352,1.236180723E9,1236180723,132.150.226.76
320805,Siegfried & Roy,http://en.wikipedia.org/w/index.php?diff=274370451,274370451,1.235979297E9,1235979297,132.150.8.242
320805,Siegfried & Roy,http://en.wikipedia.org/w/index.php?diff=274370391,274370391,1.235979266E9,1235979266,132.150.8.242
394673,Russian Liberation Army,http://en.wikipedia.org/w/index.php?diff=273400539,273400539,1.23564579E9,1235645790,132.150.226.76
394673,Russian Liberation Army,http://en.wikipedia.org/w/index.php?diff=273399696,273399696,1.23564532E9,1235645320,132.150.226.76
310438,"Music for Strings, Percussion and Celesta",http://en.wikipedia.org/w/index.php?diff=268882206,268882206,1.233910852E9,1233910852,132.150.8.242
18352552,Google Lively,http://en.wikipedia.org/w/index.php?diff=263405856,263405856,1.231694288E9,1231694288,132.150.8.242
368887,Swedish Police Service,http://en.wikipedia.org/w/index.php?diff=263396527,263396527,1.23169077E9,1231690770,132.150.8.242
7917882,Talk:Tromsø IL,http://en.wikipedia.org/w/index.php?diff=260654369,260654369,1.23054894E9,1230548940,132.150.8.242
14717171,Luverdense Esporte Clube,http://en.wikipedia.org/w/index.php?diff=259710686,259710686,1.230036358E9,1230036358,132.150.8.242
72636,Manure,http://en.wikipedia.org/w/index.php?diff=255822064,255822064,1.228389534E9,1228389534,132.150.226.76
15105386,Michele Di Piedi,http://en.wikipedia.org/w/index.php?diff=253751230,253751230,1.227512478E9,1227512478,132.150.8.242
5530749,Basilica of Maxentius,http://en.wikipedia.org/w/index.php?diff=251559914,251559914,1.226586756E9,1226586756,132.150.226.76
8314659,Norwegian Ministry of Transport and Communications,http://en.wikipedia.org/w/index.php?diff=251197340,251197340,1.226442694E9,1226442694,132.150.8.242
8314659,Norwegian Ministry of Transport and Communications,http://en.wikipedia.org/w/index.php?diff=251184592,251184592,1.226439011E9,1226439011,132.150.8.242
8314659,Norwegian Ministry of Transport and Communications,http://en.wikipedia.org/w/index.php?diff=251183440,251183440,1.226438654E9,1226438654,132.150.8.242
455810,Aled Jones,http://en.wikipedia.org/w/index.php?diff=249834499,249834499,1.225890475E9,1225890475,132.150.8.242
1948469,Dominic West,http://en.wikipedia.org/w/index.php?diff=249633043,249633043,1.225802308E9,1225802308,132.150.226.76
1948469,Dominic West,http://en.wikipedia.org/w/index.php?diff=249632933,249632933,1.225802241E9,1225802241,132.150.226.76
578510,Republic of Ireland national football team,http://en.wikipedia.org/w/index.php?diff=245631654,245631654,1.22415037E9,1224150370,132.150.226.76
578510,Republic of Ireland national football team,http://en.wikipedia.org/w/index.php?diff=245631404,245631404,1.224150229E9,1224150229,132.150.226.76
2392463,"Richard S. Fuld, Jr.",http://en.wikipedia.org/w/index.php?diff=242001302,242001302,1.222779759E9,1222779759,132.150.226.76
19239088,Ringamåla Cattle,http://en.wikipedia.org/w/index.php?diff=241970924,241970924,1.222765338E9,1222765338,132.150.8.242
3710933,Poor Rich Ones,http://en.wikipedia.org/w/index.php?diff=236017793,236017793,1.220446153E9,1220446153,85.88.64.35
2127064,Árni Gautur Arason,http://en.wikipedia.org/w/index.php?diff=234731804,234731804,1.219905115E9,1219905115,132.150.8.242
16055057,Fleet Foxes,http://en.wikipedia.org/w/index.php?diff=234310115,234310115,1.219738825E9,1219738825,132.150.92.62
1439896,1. FSV Mainz 05,http://en.wikipedia.org/w/index.php?diff=231890500,231890500,1.218716356E9,1218716356,132.150.226.76
1439896,1. FSV Mainz 05,http://en.wikipedia.org/w/index.php?diff=231890459,231890459,1.218716336E9,1218716336,132.150.226.76
1579280,Official residence,http://en.wikipedia.org/w/index.php?diff=227169061,227169061,1.21671659E9,1216716590,132.150.8.242
8101,Dutch,http://en.wikipedia.org/w/index.php?diff=220539880,220539880,1.213958192E9,1213958192,132.150.226.76
8101,Dutch,http://en.wikipedia.org/w/index.php?diff=220537425,220537425,1.213956902E9,1213956902,132.150.226.76
345300,Die Toten Hosen,http://en.wikipedia.org/w/index.php?diff=218177625,218177625,1.21302134E9,1213021340,132.150.8.242
221204,Natzweiler-Struthof,http://en.wikipedia.org/w/index.php?diff=212551088,212551088,1.210835381E9,1210835381,132.150.226.76
54488,Cape Canaveral,http://en.wikipedia.org/w/index.php?diff=202551049,202551049,1.20706046E9,1207060460,132.150.226.76
12809011,Tora Aasland,http://en.wikipedia.org/w/index.php?diff=199046925,199046925,1.205831136E9,1205831136,132.150.226.76
4247360,Nordic Embassies Berlin,http://en.wikipedia.org/w/index.php?diff=194151262,194151262,1.204027548E9,1204027548,132.150.226.76
7246941,Kai Fjell,http://en.wikipedia.org/w/index.php?diff=193759996,193759996,1.203883478E9,1203883478,132.150.88.98
17326,Keynesian economics,http://en.wikipedia.org/w/index.php?diff=192620238,192620238,1.20344943E9,1203449430,132.150.226.76
193981,List of Norwegians,http://en.wikipedia.org/w/index.php?diff=190883316,190883316,1.202818836E9,1202818836,132.150.226.76
6068851,"Saliceto, Haute-Corse",http://en.wikipedia.org/w/index.php?diff=189024281,189024281,1.202134307E9,1202134307,132.150.226.76
6068851,"Saliceto, Haute-Corse",http://en.wikipedia.org/w/index.php?diff=189024171,189024171,1.202134267E9,1202134267,132.150.226.76
193981,List of Norwegians,http://en.wikipedia.org/w/index.php?diff=188110587,188110587,1.20176618E9,1201766180,132.150.226.76
193981,List of Norwegians,http://en.wikipedia.org/w/index.php?diff=188110411,188110411,1.201766074E9,1201766074,132.150.226.76
23166492,Lee Sharpe,http://en.wikipedia.org/w/index.php?diff=184950707,184950707,1.200567842E9,1200567842,132.150.226.76
2436795,Tromsdalen,http://en.wikipedia.org/w/index.php?diff=184740290,184740290,1.200495889E9,1200495889,132.150.226.76
15147321,Reprise (film),http://en.wikipedia.org/w/index.php?diff=183407464,183407464,1.199978081E9,1199978081,132.150.226.76
15147321,Reprise (film),http://en.wikipedia.org/w/index.php?diff=183407082,183407082,1.19997788E9,1199977880,132.150.226.76
13171,Gro Harlem Brundtland,http://en.wikipedia.org/w/index.php?diff=182160528,182160528,1.199476271E9,1199476271,132.150.226.76
1828635,Marc Jordan,http://en.wikipedia.org/w/index.php?diff=178263034,178263034,1.197801204E9,1197801204,85.88.64.35
2974823,Gaskin v United Kingdom,http://en.wikipedia.org/w/index.php?diff=175958585,175958585,1.196875966E9,1196875966,132.150.8.242
5699639,Peter Skovholt Gitmark,http://en.wikipedia.org/w/index.php?diff=169821656,169821656,1.194424236E9,1194424236,85.88.64.35
1926612,Canadian Provost Corps,http://en.wikipedia.org/w/index.php?diff=162217122,162217122,1.191496432E9,1191496432,132.150.226.53
5776195,Talk:Naprapathy,http://en.wikipedia.org/w/index.php?diff=158710506,158710506,1.190118294E9,1190118294,132.150.8.242
