page_id,title,diff_url,revision_id,timestamp,contributor_ip,contributor_ip_int
52905,Canis lupus,http://it.wikipedia.org/w/index.php?diff=66629569,66629569,1403533920,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66431095,66431095,1402568422,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66431049,66431049,1402568252,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66430945,66430945,1402567868,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66430924,66430924,1402567796,193.5.216.100,3238385764
463037,I Verdi - Partito ecologista svizzero,http://it.wikipedia.org/w/index.php?diff=66430426,66430426,1402565579,193.5.216.100,3238385764
463037,I Verdi - Partito ecologista svizzero,http://it.wikipedia.org/w/index.php?diff=66430406,66430406,1402565476,193.5.216.100,3238385764
463037,I Verdi - Partito ecologista svizzero,http://it.wikipedia.org/w/index.php?diff=66430391,66430391,1402565440,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66420029,66420029,1402494009,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66420001,66420001,1402493914,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419968,66419968,1402493802,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419932,66419932,1402493698,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419902,66419902,1402493557,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419887,66419887,1402493490,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419633,66419633,1402492727,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419617,66419617,1402492667,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419408,66419408,1402491809,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419311,66419311,1402491399,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419285,66419285,1402491290,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419204,66419204,1402491059,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66419189,66419189,1402491032,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414829,66414829,1402471832,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414818,66414818,1402471757,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414793,66414793,1402471607,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414764,66414764,1402471287,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414748,66414748,1402471204,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414743,66414743,1402471171,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414738,66414738,1402471138,193.5.216.100,3238385764
4971972,Sebalter,http://it.wikipedia.org/w/index.php?diff=66414692,66414692,1402470595,193.5.216.100,3238385764
4971972,Sebalter,http://it.wikipedia.org/w/index.php?diff=66414651,66414651,1402470278,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414550,66414550,1402469593,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414533,66414533,1402469484,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414169,66414169,1402466181,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66414158,66414158,1402465872,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66405540,66405540,1402410161,193.5.216.100,3238385764
4665995,Discussioni utente:Vito69,http://it.wikipedia.org/w/index.php?diff=66400364,66400364,1402396307,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66400066,66400066,1402395360,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399935,66399935,1402394876,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399864,66399864,1402394624,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399830,66399830,1402394505,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399678,66399678,1402393934,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399660,66399660,1402393892,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399635,66399635,1402393734,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399551,66399551,1402393410,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399499,66399499,1402393232,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399415,66399415,1402392974,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399206,66399206,1402392175,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=66399189,66399189,1402392100,193.5.216.100,3238385764
288506,Giorgio Orelli,http://it.wikipedia.org/w/index.php?diff=66274674,66274674,1401717132,193.5.216.100,3238385764
1752158,Screening neonatale,http://it.wikipedia.org/w/index.php?diff=65498733,65498733,1398175307,193.5.216.100,3238385764
2720592,Pornostar,http://it.wikipedia.org/w/index.php?diff=65414099,65414099,1397744771,193.5.216.100,3238385764
70149,Mozzarella di bufala campana,http://it.wikipedia.org/w/index.php?diff=65356062,65356062,1397455867,193.5.216.100,3238385764
70149,Mozzarella di bufala campana,http://it.wikipedia.org/w/index.php?diff=65356043,65356043,1397455412,193.5.216.100,3238385764
45475,Discussione:Svizzera,http://it.wikipedia.org/w/index.php?diff=65119952,65119952,1396532536,193.5.216.100,3238385764
45475,Discussione:Svizzera,http://it.wikipedia.org/w/index.php?diff=65119920,65119920,1396532478,193.5.216.100,3238385764
2883248,Endosulfano,http://it.wikipedia.org/w/index.php?diff=65061063,65061063,1396247226,193.5.216.100,3238385764
2883248,Endosulfano,http://it.wikipedia.org/w/index.php?diff=65061056,65061056,1396247121,193.5.216.100,3238385764
4620976,Montecassino,http://it.wikipedia.org/w/index.php?diff=65014791,65014791,1395990165,193.5.216.100,3238385764
4620976,Montecassino,http://it.wikipedia.org/w/index.php?diff=65014774,65014774,1395989979,193.5.216.100,3238385764
586129,Magutt,http://it.wikipedia.org/w/index.php?diff=65004337,65004337,1395929553,193.5.216.100,3238385764
1837064,Discussioni utente:MoiraMoira,http://it.wikipedia.org/w/index.php?diff=64134822,64134822,1392300669,193.5.216.100,3238385764
2553,Lugano,http://it.wikipedia.org/w/index.php?diff=64011422,64011422,1391698822,193.5.216.100,3238385764
1719112,Roberto Mariano,http://it.wikipedia.org/w/index.php?diff=63795952,63795952,1390905103,193.5.216.100,3238385764
791933,Scasso,http://it.wikipedia.org/w/index.php?diff=63681969,63681969,1390376017,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=63584089,63584089,1389871759,193.5.216.100,3238385764
1435511,The Vad Vuc,http://it.wikipedia.org/w/index.php?diff=63584056,63584056,1389871610,193.5.216.100,3238385764
4786271,Swisstopo,http://it.wikipedia.org/w/index.php?diff=63102313,63102313,1387370919,193.5.216.100,3238385764
4768584,Metas,http://it.wikipedia.org/w/index.php?diff=62843666,62843666,1386067408,193.5.216.100,3238385764
4768584,Metas,http://it.wikipedia.org/w/index.php?diff=62843277,62843277,1386065724,193.5.216.100,3238385764
2720592,Pornostar,http://it.wikipedia.org/w/index.php?diff=62692325,62692325,1385491926,193.5.216.100,3238385764
3578,Premio Oscar,http://it.wikipedia.org/w/index.php?diff=62692281,62692281,1385491733,193.5.216.100,3238385764
3578,Premio Oscar,http://it.wikipedia.org/w/index.php?diff=62692230,62692230,1385491528,193.5.216.100,3238385764
