article_id,title,diff_url,revision_id,ts,timestamp,contributor_ip
3355560,Stoney Case,http://en.wikipedia.org/w/index.php?diff=341345294,341345294,1.265058876E9,1265058876,129.230.236.1
963881,Alarm management,http://en.wikipedia.org/w/index.php?diff=341319663,341319663,1.265050449E9,1265050449,138.32.32.166
3111581,Steve MacLean (footballer),http://en.wikipedia.org/w/index.php?diff=341289686,341289686,1.265039776E9,1265039776,34.253.3.201
3111581,Steve MacLean (footballer),http://en.wikipedia.org/w/index.php?diff=341289586,341289586,1.26503974E9,1265039740,34.253.3.201
23398502,Parabelle,http://en.wikipedia.org/w/index.php?diff=341273615,341273615,1.265032576E9,1265032576,146.23.68.40
957566,Everything but the Girl,http://en.wikipedia.org/w/index.php?diff=340912641,340912641,1.264865903E9,1264865903,138.32.32.166
21605521,Chevron Richmond Refinery,http://en.wikipedia.org/w/index.php?diff=340782502,340782502,1.264798565E9,1264798565,146.23.68.40
19248645,Sky Blue FC,http://en.wikipedia.org/w/index.php?diff=340755751,340755751,1.264788754E9,1264788754,158.35.225.229
256135,Indian English,http://en.wikipedia.org/w/index.php?diff=340743444,340743444,1.264784198E9,1264784198,129.230.236.1
256135,Indian English,http://en.wikipedia.org/w/index.php?diff=340742682,340742682,1.264783917E9,1264783917,129.230.236.1
34726,1970,http://en.wikipedia.org/w/index.php?diff=340742581,340742581,1.264783883E9,1264783883,138.32.32.166
34726,1970,http://en.wikipedia.org/w/index.php?diff=340742386,340742386,1.264783816E9,1264783816,138.32.32.166
256135,Indian English,http://en.wikipedia.org/w/index.php?diff=340742140,340742140,1.264783735E9,1264783735,129.230.236.1
25084169,José Rizal,http://en.wikipedia.org/w/index.php?diff=340633106,340633106,1.26472724E9,1264727240,146.23.196.21
1345842,Carl Cox,http://en.wikipedia.org/w/index.php?diff=340599421,340599421,1.264714787E9,1264714787,158.35.225.229
12186254,Angola LNG,http://en.wikipedia.org/w/index.php?diff=340489050,340489050,1.264662606E9,1264662606,141.227.1.2
16642,Kazakhstan,http://en.wikipedia.org/w/index.php?diff=340415040,340415040,1.264630419E9,1264630419,138.32.235.36
81798,Solipsism,http://en.wikipedia.org/w/index.php?diff=340376477,340376477,1.264617366E9,1264617366,158.35.225.229
1193288,Stephanie Cole,http://en.wikipedia.org/w/index.php?diff=340330445,340330445,1.264600034E9,1264600034,129.230.248.1
565173,Magnús Ver Magnússon,http://en.wikipedia.org/w/index.php?diff=340328136,340328136,1.264598962E9,1264598962,146.23.212.21
6387075,Talk:Deepika Padukone,http://en.wikipedia.org/w/index.php?diff=340199319,340199319,1.264538262E9,1264538262,146.23.68.40
52248,Gujarati script,http://en.wikipedia.org/w/index.php?diff=340163748,340163748,1.264526436E9,1264526436,34.254.119.221
9946893,Sabbavaram,http://en.wikipedia.org/w/index.php?diff=340156783,340156783,1.264523918E9,1264523918,158.35.225.227
484174,Sultan Abdul Aziz Shah Airport,http://en.wikipedia.org/w/index.php?diff=340144270,340144270,1.264519324E9,1264519324,158.34.240.21
2159956,Zane,http://en.wikipedia.org/w/index.php?diff=340143610,340143610,1.264519076E9,1264519076,146.23.68.40
860159,GM J platform,http://en.wikipedia.org/w/index.php?diff=339992985,339992985,1.264452416E9,1264452416,129.230.244.1
377295,AmeriCorps,http://en.wikipedia.org/w/index.php?diff=339932561,339932561,1.264431701E9,1264431701,146.23.68.40
9931624,Harding oilfield,http://en.wikipedia.org/w/index.php?diff=339652880,339652880,1.264301333E9,1264301333,129.230.248.1
181293,Capital (economics),http://en.wikipedia.org/w/index.php?diff=339613100,339613100,1.264285741E9,1264285741,34.254.247.221
2331969,Kaskade,http://en.wikipedia.org/w/index.php?diff=339581321,339581321,1.26427496E9,1264274960,129.230.244.1
2512687,Sanpaku,http://en.wikipedia.org/w/index.php?diff=339379447,339379447,1.264182547E9,1264182547,158.35.225.227
130111,"Boise City, Oklahoma",http://en.wikipedia.org/w/index.php?diff=339294681,339294681,1.264136718E9,1264136718,138.32.32.166
11549613,History of the petroleum industry in Canada (frontier exploration and development),http://en.wikipedia.org/w/index.php?diff=339220259,339220259,1.264108594E9,1264108594,146.23.68.40
5026387,Toph Bei Fong,http://en.wikipedia.org/w/index.php?diff=339205217,339205217,1.264103498E9,1264103498,150.127.225.247
1809291,Floyd Abrams,http://en.wikipedia.org/w/index.php?diff=339202000,339202000,1.264102362E9,1264102362,129.230.244.1
144471,David Bossie,http://en.wikipedia.org/w/index.php?diff=339201912,339201912,1.264102334E9,1264102334,129.230.244.1
144471,David Bossie,http://en.wikipedia.org/w/index.php?diff=339201243,339201243,1.264102112E9,1264102112,129.230.244.1
1809291,Floyd Abrams,http://en.wikipedia.org/w/index.php?diff=339201077,339201077,1.26410206E9,1264102060,129.230.244.1
23273626,Sarai Saleh,http://en.wikipedia.org/w/index.php?diff=339149846,339149846,1.264081912E9,1264081912,34.254.119.222
171626,Ali (film),http://en.wikipedia.org/w/index.php?diff=339130131,339130131,1.264070815E9,1264070815,34.254.247.221
6238941,Charles Shufford,http://en.wikipedia.org/w/index.php?diff=339129999,339129999,1.264070733E9,1264070733,34.254.247.221
130111,"Boise City, Oklahoma",http://en.wikipedia.org/w/index.php?diff=339111721,339111721,1.264058855E9,1264058855,138.32.32.166
995809,Conjugated linoleic acid,http://en.wikipedia.org/w/index.php?diff=339003761,339003761,1.264014368E9,1264014368,146.23.68.40
3625876,Mark Yeates,http://en.wikipedia.org/w/index.php?diff=338933934,338933934,1.263985243E9,1263985243,138.32.168.34
3625876,Mark Yeates,http://en.wikipedia.org/w/index.php?diff=338933834,338933834,1.26398519E9,1263985190,138.32.168.34
19836,Molecular mass,http://en.wikipedia.org/w/index.php?diff=338924323,338924323,1.263979377E9,1263979377,129.230.244.1
1713217,Zoe Saldana,http://en.wikipedia.org/w/index.php?diff=338805840,338805840,1.263928865E9,1263928865,158.35.225.228
16844,Kofi Annan,http://en.wikipedia.org/w/index.php?diff=338730500,338730500,1.263897386E9,1263897386,129.230.248.1
16844,Kofi Annan,http://en.wikipedia.org/w/index.php?diff=338730371,338730371,1.263897309E9,1263897309,129.230.248.1
18960525,Mark Beaumont (cyclist),http://en.wikipedia.org/w/index.php?diff=338703534,338703534,1.26388122E9,1263881220,129.230.248.1
18960525,Mark Beaumont (cyclist),http://en.wikipedia.org/w/index.php?diff=338703497,338703497,1.263881201E9,1263881201,129.230.248.1
500263,Certified first responder,http://en.wikipedia.org/w/index.php?diff=338659842,338659842,1.263862399E9,1263862399,158.35.225.230
500263,Certified first responder,http://en.wikipedia.org/w/index.php?diff=338659669,338659669,1.263862332E9,1263862332,158.35.225.230
1641350,T. Boone Pickens,http://en.wikipedia.org/w/index.php?diff=338610127,338610127,1.263845614E9,1263845614,146.23.68.40
13095257,Arapaho (disambiguation),http://en.wikipedia.org/w/index.php?diff=338591108,338591108,1.263838936E9,1263838936,158.35.225.228
13095257,Arapaho (disambiguation),http://en.wikipedia.org/w/index.php?diff=338591026,338591026,1.263838908E9,1263838908,158.35.225.228
19091902,Wicked Annabella,http://en.wikipedia.org/w/index.php?diff=338570068,338570068,1.263831452E9,1263831452,146.23.68.40
52033,Optimization (mathematics),http://en.wikipedia.org/w/index.php?diff=338568857,338568857,1.263830966E9,1263830966,158.35.225.240
387849,Florida International University,http://en.wikipedia.org/w/index.php?diff=338555693,338555693,1.26382494E9,1263824940,146.23.68.40
7529753,"Comprehensive High School, Aiyetoro",http://en.wikipedia.org/w/index.php?diff=338553573,338553573,1.263823872E9,1263823872,146.23.212.21
7529753,"Comprehensive High School, Aiyetoro",http://en.wikipedia.org/w/index.php?diff=338547662,338547662,1.263820722E9,1263820722,146.23.212.21
508780,Port Harcourt,http://en.wikipedia.org/w/index.php?diff=338545825,338545825,1.263819682E9,1263819682,146.23.212.21
508780,Port Harcourt,http://en.wikipedia.org/w/index.php?diff=338545756,338545756,1.263819639E9,1263819639,146.23.212.21
255777,The Honeymooners,http://en.wikipedia.org/w/index.php?diff=338527125,338527125,1.263807409E9,1263807409,138.32.32.166
255777,The Honeymooners,http://en.wikipedia.org/w/index.php?diff=338526985,338526985,1.263807317E9,1263807317,138.32.32.166
296345,Pat Benatar,http://en.wikipedia.org/w/index.php?diff=338316233,338316233,1.263707688E9,1263707688,34.254.247.221
24083149,Leilani Sarelle,http://en.wikipedia.org/w/index.php?diff=338142826,338142826,1.263627031E9,1263627031,34.254.247.221
5725077,Talk to Me (Stevie Nicks song),http://en.wikipedia.org/w/index.php?diff=338123867,338123867,1.26361614E9,1263616140,34.254.247.221
8536201,Wikipedia:Reference desk/Entertainment,http://en.wikipedia.org/w/index.php?diff=338068745,338068745,1.263591396E9,1263591396,158.35.225.230
3646542,Patrice Evra,http://en.wikipedia.org/w/index.php?diff=338011612,338011612,1.263570573E9,1263570573,129.230.244.1
610532,Peter Thiel,http://en.wikipedia.org/w/index.php?diff=338000618,338000618,1.263566078E9,1263566078,146.209.130.2
610532,Peter Thiel,http://en.wikipedia.org/w/index.php?diff=338000556,338000556,1.263566048E9,1263566048,146.209.130.2
1123165,1993 Monaco Grand Prix,http://en.wikipedia.org/w/index.php?diff=338000236,338000236,1.263565908E9,1263565908,158.35.225.229
2567427,Glenn Hubbard (economics),http://en.wikipedia.org/w/index.php?diff=338000040,338000040,1.263565823E9,1263565823,146.209.130.2
3717772,Bill George (academic),http://en.wikipedia.org/w/index.php?diff=337998937,337998937,1.263565327E9,1263565327,146.209.130.2
