page_id,title,diff_url,revision_id,timestamp,contributor_ip
755749,Корнілов Володимир Олексійович,http://uk.wikipedia.org/w/index.php?diff=12544375,12544375,1366716911,212.11.131.215
268477,Девід Байрон,http://uk.wikipedia.org/w/index.php?diff=12058690,12058690,1363945037,195.208.85.215
511984,Циплакова Олена Октябрівна,http://uk.wikipedia.org/w/index.php?diff=10461656,10461656,1348563250,195.208.85.216
639997,Сергій,http://uk.wikipedia.org/w/index.php?diff=10277421,10277421,1346237904,195.208.85.216
639997,Сергій,http://uk.wikipedia.org/w/index.php?diff=10277399,10277399,1346237800,195.208.85.216
639997,Сергій,http://uk.wikipedia.org/w/index.php?diff=10277363,10277363,1346237566,195.208.85.216
75075,Микола,http://uk.wikipedia.org/w/index.php?diff=10104707,10104707,1344247823,195.208.85.215
227943,Мовчан Павло Михайлович,http://uk.wikipedia.org/w/index.php?diff=7462720,7462720,1313749843,195.208.85.215
227943,Мовчан Павло Михайлович,http://uk.wikipedia.org/w/index.php?diff=7462710,7462710,1313749701,195.208.85.215
227943,Мовчан Павло Михайлович,http://uk.wikipedia.org/w/index.php?diff=7462705,7462705,1313749661,195.208.85.215
941288,Соціалістичний рух «Вперед»,http://uk.wikipedia.org/w/index.php?diff=6194045,6194045,1299326068,95.173.130.207
941288,Соціалістичний рух «Вперед»,http://uk.wikipedia.org/w/index.php?diff=6194037,6194037,1299326039,95.173.130.207
937229,Рух опору імені Петра Алексєєва,http://uk.wikipedia.org/w/index.php?diff=6165797,6165797,1299063711,95.173.130.207
82437,Алексєєв Петро Олексійович (революціонер),http://uk.wikipedia.org/w/index.php?diff=6145682,6145682,1298898638,95.173.130.207
941636,Вперед,http://uk.wikipedia.org/w/index.php?diff=6145678,6145678,1298898574,95.173.130.207
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5759686,5759686,1295446421,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5759608,5759608,1295446042,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5732327,5732327,1295084755,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5732309,5732309,1295084569,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5726928,5726928,1295003529,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5726919,5726919,1295003450,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5726875,5726875,1295002996,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5721313,5721313,1294924810,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5718258,5718258,1294901175,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5718165,5718165,1294900831,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5718118,5718118,1294900686,212.11.129.153
278287,Баварський географ,http://uk.wikipedia.org/w/index.php?diff=5718026,5718026,1294900319,212.11.129.153
76674,Обговорення користувача:AS,http://uk.wikipedia.org/w/index.php?diff=4697736,4697736,1280309122,212.11.131.212
10127,Нематоди,http://uk.wikipedia.org/w/index.php?diff=3507987,3507987,1261391793,217.107.5.22
250008,Куриленко Ольга Костянтинівна,http://uk.wikipedia.org/w/index.php?diff=1932578,1932578,1224202723,80.247.45.13
161909,Молодь,http://uk.wikipedia.org/w/index.php?diff=914399,914399,1188751313,82.179.86.39
31272,Соціологія політики,http://uk.wikipedia.org/w/index.php?diff=198498,198498,1149578188,194.226.86.5
