id,title,diff_url,revision_id,timestamp,contributor_ip
15990747,KACI (AM),http://en.wikipedia.org/w/index.php?diff=340324220,340324220,1264597002,192.41.140.2
15990747,KACI (AM),http://en.wikipedia.org/w/index.php?diff=340323703,340323703,1264596698,192.41.140.2
1834029,Wiehen Hills,http://en.wikipedia.org/w/index.php?diff=339543118,339543118,1264260159,192.101.252.103
9834282,Talk:Wiehen Hills,http://en.wikipedia.org/w/index.php?diff=339542801,339542801,1264260018,192.101.252.103
11792686,Talk:Penguin,http://en.wikipedia.org/w/index.php?diff=339161220,339161220,1264087328,192.101.252.103
9834282,Talk:Wiehen Hills,http://en.wikipedia.org/w/index.php?diff=334897283,334897283,1262173637,192.101.252.103
1844074,Big Sky Resort,http://en.wikipedia.org/w/index.php?diff=332661033,332661033,1261223632,192.101.252.103
6731,C-17 Globemaster III,http://en.wikipedia.org/w/index.php?diff=328995832,328995832,1259658228,192.101.252.103
194200,International Security Assistance Force,http://en.wikipedia.org/w/index.php?diff=327067938,327067938,1258784591,192.101.252.103
194200,International Security Assistance Force,http://en.wikipedia.org/w/index.php?diff=327067826,327067826,1258784520,192.101.252.103
38493,Genus,http://en.wikipedia.org/w/index.php?diff=326897707,326897707,1258707970,192.101.252.103
38493,Genus,http://en.wikipedia.org/w/index.php?diff=326896350,326896350,1258707056,192.101.252.103
38493,Genus,http://en.wikipedia.org/w/index.php?diff=326896221,326896221,1258706969,192.101.252.103
38493,Genus,http://en.wikipedia.org/w/index.php?diff=326895865,326895865,1258706729,192.101.252.103
38493,Genus,http://en.wikipedia.org/w/index.php?diff=326895779,326895779,1258706676,192.101.252.103
248001,Web Ontology Language,http://en.wikipedia.org/w/index.php?diff=326895496,326895496,1258706458,192.101.252.103
17668601,Gymnasium der Stadt Kerpen,http://en.wikipedia.org/w/index.php?diff=326738696,326738696,1258642417,192.101.252.103
13493692,Bosnian Police,http://en.wikipedia.org/w/index.php?diff=326723493,326723493,1258634724,192.101.252.103
13493692,Bosnian Police,http://en.wikipedia.org/w/index.php?diff=326723458,326723458,1258634702,192.101.252.103
13493692,Bosnian Police,http://en.wikipedia.org/w/index.php?diff=326723401,326723401,1258634676,192.101.252.103
16283969,Wikipedia:Sandbox,http://en.wikipedia.org/w/index.php?diff=324855765,324855765,1257782122,192.101.252.103
16283969,Wikipedia:Sandbox,http://en.wikipedia.org/w/index.php?diff=324854984,324854984,1257781801,192.101.252.103
16283969,Wikipedia:Sandbox,http://en.wikipedia.org/w/index.php?diff=324854665,324854665,1257781682,192.101.252.103
248001,Web Ontology Language,http://en.wikipedia.org/w/index.php?diff=324825233,324825233,1257767436,192.101.252.103
974041,Foreman of Signals,http://en.wikipedia.org/w/index.php?diff=324439027,324439027,1257589021,192.101.252.103
974041,Foreman of Signals,http://en.wikipedia.org/w/index.php?diff=324427482,324427482,1257582104,192.101.252.103
974041,Foreman of Signals,http://en.wikipedia.org/w/index.php?diff=324427336,324427336,1257582001,192.101.252.103
974041,Foreman of Signals,http://en.wikipedia.org/w/index.php?diff=324301429,324301429,1257526490,192.101.252.103
974041,Foreman of Signals,http://en.wikipedia.org/w/index.php?diff=324301136,324301136,1257526368,192.101.252.103
974041,Foreman of Signals,http://en.wikipedia.org/w/index.php?diff=324044987,324044987,1257405409,192.101.252.103
248001,Web Ontology Language,http://en.wikipedia.org/w/index.php?diff=323697098,323697098,1257260292,192.101.252.103
248001,Web Ontology Language,http://en.wikipedia.org/w/index.php?diff=323696945,323696945,1257260229,192.101.252.103
