page_id,title,diff_url,revision_id,timestamp,contributor_ip
81974,Сражение на Альме,http://ru.wikipedia.org/w/index.php?diff=63997131,63997131,1404453794,213.156.91.89
2863,Катар,http://ru.wikipedia.org/w/index.php?diff=63961982,63961982,1404306638,80.91.161.164
891895,"Сальдо, Владимир Васильевич",http://ru.wikipedia.org/w/index.php?diff=63838057,63838057,1403713728,193.19.152.14
4476247,"Калетник, Оксана Николаевна",http://ru.wikipedia.org/w/index.php?diff=63740779,63740779,1403257001,193.19.152.14
4929359,"Семерак, Остап Михайлович",http://ru.wikipedia.org/w/index.php?diff=63738590,63738590,1403247041,195.78.69.16
1415,Донские казаки,http://ru.wikipedia.org/w/index.php?diff=63706754,63706754,1403090262,195.78.69.16
1645535,"Ядов, Яков Петрович",http://ru.wikipedia.org/w/index.php?diff=63691430,63691430,1403016351,195.78.69.16
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=63628403,63628403,1402742261,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=63626256,63626256,1402734218,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=63626102,63626102,1402733824,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=63609686,63609686,1402650868,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=63609178,63609178,1402648813,80.91.163.161
2492978,VimpelCom Ltd.,http://ru.wikipedia.org/w/index.php?diff=63608797,63608797,1402646996,193.111.173.26
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=63597329,63597329,1402583058,80.91.163.161
4956331,Википедия:К переименованию/21 марта 2014,http://ru.wikipedia.org/w/index.php?diff=63571671,63571671,1402469421,193.19.152.4
1273926,Обсуждение:Бозбаш,http://ru.wikipedia.org/w/index.php?diff=63571608,63571608,1402469095,193.19.152.4
1568245,"Шишолин, Павел Анатольевич",http://ru.wikipedia.org/w/index.php?diff=63496920,63496920,1402126927,213.156.89.28
351110,Палдиски,http://ru.wikipedia.org/w/index.php?diff=63429881,63429881,1401800123,195.78.69.16
1391201,Продотряд,http://ru.wikipedia.org/w/index.php?diff=63288724,63288724,1401115375,193.19.152.4
5004984,"Андрузский, Георгий Львович",http://ru.wikipedia.org/w/index.php?diff=63287003,63287003,1401109234,195.78.69.16
5004984,"Андрузский, Георгий Львович",http://ru.wikipedia.org/w/index.php?diff=63286973,63286973,1401109134,195.78.69.16
3609635,Национальная организация скаутов Украины,http://ru.wikipedia.org/w/index.php?diff=63210777,63210777,1400758973,193.29.204.3
891895,"Сальдо, Владимир Васильевич",http://ru.wikipedia.org/w/index.php?diff=63025087,63025087,1399888789,193.19.152.4
891895,"Сальдо, Владимир Васильевич",http://ru.wikipedia.org/w/index.php?diff=63025031,63025031,1399888636,193.19.152.4
891895,"Сальдо, Владимир Васильевич",http://ru.wikipedia.org/w/index.php?diff=63024907,63024907,1399888290,193.19.152.4
317682,Bullet for My Valentine,http://ru.wikipedia.org/w/index.php?diff=62917261,62917261,1399369448,193.29.204.19
317682,Bullet for My Valentine,http://ru.wikipedia.org/w/index.php?diff=62917254,62917254,1399369422,193.29.204.19
15626,Население Украины,http://ru.wikipedia.org/w/index.php?diff=62775038,62775038,1398673507,193.19.152.4
1267148,Диверсант (программа),http://ru.wikipedia.org/w/index.php?diff=62726387,62726387,1398417419,213.156.89.36
2412784,"Климец, Павел Анатольевич",http://ru.wikipedia.org/w/index.php?diff=62576781,62576781,1397665385,193.19.152.4
4754845,"Ловчев, Алексей Владимирович",http://ru.wikipedia.org/w/index.php?diff=62535171,62535171,1397474249,193.19.152.4
4754845,"Ловчев, Алексей Владимирович",http://ru.wikipedia.org/w/index.php?diff=62535150,62535150,1397474171,193.19.152.4
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=62434853,62434853,1397038702,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=62434834,62434834,1397038621,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=62433740,62433740,1397034278,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=62433358,62433358,1397032784,80.91.163.161
4529370,"Мунтиян, Валерий Иванович",http://ru.wikipedia.org/w/index.php?diff=62432783,62432783,1397031064,80.91.163.161
63311,Тернополь,http://ru.wikipedia.org/w/index.php?diff=62415823,62415823,1396951413,195.78.69.16
4373768,Карточный домик (телесериал),http://ru.wikipedia.org/w/index.php?diff=62298918,62298918,1396430635,193.19.152.4
148273,Википедия:Форум/Общий,http://ru.wikipedia.org/w/index.php?diff=62127605,62127605,1395696792,93.183.201.147
4180697,Танк,http://ru.wikipedia.org/w/index.php?diff=62011950,62011950,1395176831,77.222.137.162
99,Атлантический океан,http://ru.wikipedia.org/w/index.php?diff=62002494,62002494,1395152007,77.222.137.162
2800,Ирак,http://ru.wikipedia.org/w/index.php?diff=61888759,61888759,1394624324,193.29.204.3
53128,Симферополь,http://ru.wikipedia.org/w/index.php?diff=61791176,61791176,1394186929,77.222.137.162
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61762040,61762040,1394030813,193.19.152.4
209305,Ильичёвск,http://ru.wikipedia.org/w/index.php?diff=61762018,61762018,1394030729,193.19.152.4
75478,Прокси-сервер,http://ru.wikipedia.org/w/index.php?diff=61671751,61671751,1393598625,77.222.137.162
75478,Прокси-сервер,http://ru.wikipedia.org/w/index.php?diff=61671722,61671722,1393598544,77.222.137.162
4455616,"Ливинский, Михаил Александрович",http://ru.wikipedia.org/w/index.php?diff=61653241,61653241,1393514414,195.78.69.16
4864566,Чжан Бинлинь,http://ru.wikipedia.org/w/index.php?diff=61634244,61634244,1393423775,77.222.137.162
4864566,Чжан Бинлинь,http://ru.wikipedia.org/w/index.php?diff=61629217,61629217,1393405214,77.222.137.162
2099972,"Наливайченко, Валентин Александрович",http://ru.wikipedia.org/w/index.php?diff=61571721,61571721,1393140955,193.19.152.4
2099972,"Наливайченко, Валентин Александрович",http://ru.wikipedia.org/w/index.php?diff=61571701,61571701,1393140902,193.19.152.4
58860,Ванга,http://ru.wikipedia.org/w/index.php?diff=61555442,61555442,1393067420,93.183.201.147
58860,Ванга,http://ru.wikipedia.org/w/index.php?diff=61555143,61555143,1393066301,93.183.201.147
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61463125,61463125,1392636656,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61463119,61463119,1392636631,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61463020,61463020,1392636303,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462893,61462893,1392635942,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462873,61462873,1392635889,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462863,61462863,1392635856,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462299,61462299,1392633979,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462261,61462261,1392633884,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462251,61462251,1392633849,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462229,61462229,1392633815,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462147,61462147,1392633741,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462112,61462112,1392633624,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462100,61462100,1392633579,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61462009,61462009,1392633300,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61461999,61461999,1392633251,193.19.152.4
4065687,"Бабурина, Светлана Николаевна",http://ru.wikipedia.org/w/index.php?diff=61461967,61461967,1392633155,193.19.152.4
4730153,"Чмырь, Юрий Павлович",http://ru.wikipedia.org/w/index.php?diff=61385589,61385589,1392294941,193.29.204.3
3017499,"Янукович, Виктор Викторович",http://ru.wikipedia.org/w/index.php?diff=61342061,61342061,1392108230,193.19.152.4
