page_id,title,diff_url,revision_id,timestamp,contributor_ip
6154382,Discusión:Día del Médico,http://es.wikipedia.org/w/index.php?diff=72064327,72064327,1390418163,148.168.96.21
168307,Chelsea Football Club,http://es.wikipedia.org/w/index.php?diff=69543599,69543599,1378831444,148.168.96.22
488890,Universidad del Rosario,http://es.wikipedia.org/w/index.php?diff=68990371,68990371,1376425549,148.168.40.4
68929,Bioelectromagnetismo,http://es.wikipedia.org/w/index.php?diff=68964292,68964292,1376316411,148.168.96.24
5003700,Baba Diawara,http://es.wikipedia.org/w/index.php?diff=65668066,65668066,1364377470,40.252.111.8
5003700,Baba Diawara,http://es.wikipedia.org/w/index.php?diff=65668056,65668056,1364377406,40.252.111.8
43956,Guadalupe Victoria,http://es.wikipedia.org/w/index.php?diff=63339078,63339078,1359339211,148.168.96.26
5369745,Discusión:Nemetala Al-Hardini,http://es.wikipedia.org/w/index.php?diff=59167240,59167240,1346106004,148.168.96.23
416406,Archivística,http://es.wikipedia.org/w/index.php?diff=58249040,58249040,1343248539,148.168.40.4
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=57867505,57867505,1342100561,148.168.96.24
1356845,Liceo José Victorino Lastarria,http://es.wikipedia.org/w/index.php?diff=56667085,56667085,1338575892,148.168.127.10
1356845,Liceo José Victorino Lastarria,http://es.wikipedia.org/w/index.php?diff=56667073,56667073,1338575865,148.168.127.10
93627,Aguada (Puerto Rico),http://es.wikipedia.org/w/index.php?diff=55660376,55660376,1335335332,148.168.127.10
147763,Inodoro,http://es.wikipedia.org/w/index.php?diff=54094956,54094956,1330116830,148.168.127.10
225587,Estado de conciencia,http://es.wikipedia.org/w/index.php?diff=53251986,53251986,1327429867,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48364610,48364610,1311890133,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48326680,48326680,1311783565,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48312786,48312786,1311734150,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48312765,48312765,1311734077,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48312749,48312749,1311734032,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48312731,48312731,1311733966,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48312712,48312712,1311733895,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48312675,48312675,1311733740,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48312653,48312653,1311733674,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48311453,48311453,1311729767,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48311424,48311424,1311729700,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48311413,48311413,1311729672,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48311397,48311397,1311729632,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48311373,48311373,1311729548,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48309052,48309052,1311722867,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48308250,48308250,1311721293,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48307859,48307859,1311720403,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48307825,48307825,1311720291,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48307742,48307742,1311720093,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48307705,48307705,1311720015,148.168.127.10
4766983,Luis Olavarrieta,http://es.wikipedia.org/w/index.php?diff=48307316,48307316,1311719212,148.168.127.10
205828,San Antonio (Misiones),http://es.wikipedia.org/w/index.php?diff=47126726,47126726,1307974288,148.168.40.4
205828,San Antonio (Misiones),http://es.wikipedia.org/w/index.php?diff=47126711,47126711,1307974229,148.168.40.4
205828,San Antonio (Misiones),http://es.wikipedia.org/w/index.php?diff=47126676,47126676,1307974119,148.168.40.4
205828,San Antonio (Misiones),http://es.wikipedia.org/w/index.php?diff=47126164,47126164,1307972366,148.168.40.4
2209246,Wikipedia:Zona de pruebas/2,http://es.wikipedia.org/w/index.php?diff=39665990,39665990,1282435728,148.168.127.10
3666337,Historia de las Fuerzas Armadas de México,http://es.wikipedia.org/w/index.php?diff=39446072,39446072,1281631089,148.168.40.4
3379,Yarda,http://es.wikipedia.org/w/index.php?diff=38796867,38796867,1279144944,148.168.127.10
3379,Yarda,http://es.wikipedia.org/w/index.php?diff=38796847,38796847,1279144864,148.168.127.10
2744566,Nevadas en Argentina del 22 de julio de 2009,http://es.wikipedia.org/w/index.php?diff=38770294,38770294,1279046557,148.168.127.10
3222049,Stuart Cable,http://es.wikipedia.org/w/index.php?diff=37823132,37823132,1275903799,148.168.40.4
3222049,Stuart Cable,http://es.wikipedia.org/w/index.php?diff=37823124,37823124,1275903755,148.168.40.4
4780,Andrés Bello,http://es.wikipedia.org/w/index.php?diff=36664518,36664518,1272860159,148.168.127.10
551459,Nacho Uriarte,http://es.wikipedia.org/w/index.php?diff=34343585,34343585,1267020725,148.168.40.4
551459,Nacho Uriarte,http://es.wikipedia.org/w/index.php?diff=34343563,34343563,1267020683,148.168.40.4
551459,Nacho Uriarte,http://es.wikipedia.org/w/index.php?diff=34343528,34343528,1267020622,148.168.40.4
106480,Carnaval en Argentina,http://es.wikipedia.org/w/index.php?diff=33925161,33925161,1265984652,148.168.40.4
2764340,Duloxetina,http://es.wikipedia.org/w/index.php?diff=29975225,29975225,1253683466,40.0.40.10
1374565,Inhibidor de la recaptación de serotonina,http://es.wikipedia.org/w/index.php?diff=26576271,26576271,1243061002,148.168.127.10
32621,Fibra de vidrio,http://es.wikipedia.org/w/index.php?diff=25931569,25931569,1240954469,40.0.40.10
1662753,Fedecámaras (Venezuela),http://es.wikipedia.org/w/index.php?diff=24559151,24559151,1236185174,148.168.127.10
5392,Ensayo clínico,http://es.wikipedia.org/w/index.php?diff=24099597,24099597,1234673786,40.0.40.10
2228219,Junta de Galicia,http://es.wikipedia.org/w/index.php?diff=21128891,21128891,1224575574,40.0.96.2
30447,Britney Spears,http://es.wikipedia.org/w/index.php?diff=19538756,19538756,1219085881,148.168.127.10
193323,Rincón (Puerto Rico),http://es.wikipedia.org/w/index.php?diff=19305927,19305927,1218208304,40.254.0.8
