article_id,title,diff_url,revision_id,ts,timestamp,contributor_ip
598891,EOC,http://en.wikipedia.org/w/index.php?diff=339895642,339895642,1.264412249E9,1264412249,80.73.17.45
296542,Chrysanthemum,http://en.wikipedia.org/w/index.php?diff=333192718,333192718,1.261456152E9,1261456152,217.107.5.22
227922,Hibiscus,http://en.wikipedia.org/w/index.php?diff=333048018,333048018,1.261398635E9,1261398635,217.107.5.22
1117409,Verbena,http://en.wikipedia.org/w/index.php?diff=333046203,333046203,1.261398046E9,1261398046,217.107.5.22
2671098,Astrophytum,http://en.wikipedia.org/w/index.php?diff=333044050,333044050,1.261397344E9,1261397344,217.107.5.22
952702,Anthurium,http://en.wikipedia.org/w/index.php?diff=333042935,333042935,1.261396971E9,1261396971,217.107.5.22
1680,Amaryllis,http://en.wikipedia.org/w/index.php?diff=333041820,333041820,1.26139659E9,1261396590,217.107.5.22
173276,Bonsai,http://en.wikipedia.org/w/index.php?diff=333040476,333040476,1.261396144E9,1261396144,217.107.5.22
268216,Fuchsia,http://en.wikipedia.org/w/index.php?diff=333036784,333036784,1.261394918E9,1261394918,217.107.5.22
341017,Pelargonium,http://en.wikipedia.org/w/index.php?diff=333036131,333036131,1.26139468E9,1261394680,217.107.5.22
142813,Azalea,http://en.wikipedia.org/w/index.php?diff=333035197,333035197,1.261394345E9,1261394345,217.107.5.22
19827803,Nematode,http://en.wikipedia.org/w/index.php?diff=333026482,333026482,1.261391581E9,1261391581,217.107.5.22
2499148,Sol-Iletsk,http://en.wikipedia.org/w/index.php?diff=333020288,333020288,1.261388341E9,1261388341,217.107.5.22
23534301,GTK+,http://en.wikipedia.org/w/index.php?diff=332236519,332236519,1.261034704E9,1261034704,194.226.80.68
24912341,Zaveshchanie russkogo fashista,http://en.wikipedia.org/w/index.php?diff=323689162,323689162,1.257256886E9,1257256886,92.39.133.162
2450290,You Don't Know Me (Eddy Arnold song),http://en.wikipedia.org/w/index.php?diff=320009570,320009570,1.255613027E9,1255613027,194.226.88.5
839557,Afrikaner Weerstandsbeweging,http://en.wikipedia.org/w/index.php?diff=317441799,317441799,1.254474584E9,1254474584,92.39.133.162
1432822,Western New Guinea,http://en.wikipedia.org/w/index.php?diff=307342750,307342750,1.249989884E9,1249989884,212.11.130.66
511146,Tibetan Buddhist canon,http://en.wikipedia.org/w/index.php?diff=307320841,307320841,1.249976962E9,1249976962,212.11.130.66
11831843,Russian Fascist Organization,http://en.wikipedia.org/w/index.php?diff=303683422,303683422,1.248328236E9,1248328236,92.39.133.162
2870439,Anastasy Vonsyatsky,http://en.wikipedia.org/w/index.php?diff=303683388,303683388,1.248328207E9,1248328207,92.39.133.162
11831843,Russian Fascist Organization,http://en.wikipedia.org/w/index.php?diff=303683291,303683291,1.248328155E9,1248328155,92.39.133.162
966612,Konstantin Rodzaevsky,http://en.wikipedia.org/w/index.php?diff=303284224,303284224,1.248155044E9,1248155044,92.39.133.162
9543109,Russian Fascist Party,http://en.wikipedia.org/w/index.php?diff=303149758,303149758,1.248104618E9,1248104618,92.39.133.162
966612,Konstantin Rodzaevsky,http://en.wikipedia.org/w/index.php?diff=303149572,303149572,1.248104546E9,1248104546,92.39.133.162
3177105,Imperial House of Japan,http://en.wikipedia.org/w/index.php?diff=299272244,299272244,1.246263258E9,1246263258,194.226.82.5
3177105,Imperial House of Japan,http://en.wikipedia.org/w/index.php?diff=299272007,299272007,1.246263113E9,1246263113,194.226.82.5
2868260,Help:Japanese,http://en.wikipedia.org/w/index.php?diff=296557093,296557093,1.245079566E9,1245079566,94.199.69.102
1871965,Template:Fascism sidebar,http://en.wikipedia.org/w/index.php?diff=295347429,295347429,1.244542844E9,1244542844,92.39.133.162
