page_id,title,diff_url,revision_id,timestamp,contributor_ip,contributor_ip_int
4006544,Tom Russell,http://en.wikipedia.org/w/index.php?diff=615025738,615025738,1404140529,198.81.129.194,3327230402
487229,Internet Relay Chat services,http://en.wikipedia.org/w/index.php?diff=613294695,613294695,1403018807,198.81.129.186,3327230394
31222581,List of D.C. United head coaches,http://en.wikipedia.org/w/index.php?diff=612551619,612551619,1402522262,198.81.129.186,3327230394
31222581,List of D.C. United head coaches,http://en.wikipedia.org/w/index.php?diff=612551501,612551501,1402522210,198.81.129.186,3327230394
2599088,Robert Abercromby of Airthrey,http://en.wikipedia.org/w/index.php?diff=612406762,612406762,1402433198,198.81.129.193,3327230401
11762000,History of video game consoles (seventh generation),http://en.wikipedia.org/w/index.php?diff=610326033,610326033,1401184136,198.21.21.21,3323270421
31892665,Battle of Setauket,http://en.wikipedia.org/w/index.php?diff=609438612,609438612,1400622112,198.81.129.193,3327230401
31892665,Battle of Setauket,http://en.wikipedia.org/w/index.php?diff=609438433,609438433,1400622022,198.81.129.193,3327230401
3723555,Battle of Rhode Island,http://en.wikipedia.org/w/index.php?diff=609434667,609434667,1400620225,198.81.129.193,3327230401
3723555,Battle of Rhode Island,http://en.wikipedia.org/w/index.php?diff=609259954,609259954,1400518466,198.81.129.186,3327230394
35282807,Scott Tucker (conductor),http://en.wikipedia.org/w/index.php?diff=607795750,607795750,1399654278,198.81.129.186,3327230394
245926,Autonomous car,http://en.wikipedia.org/w/index.php?diff=607395014,607395014,1399414413,198.81.129.194,3327230402
9726442,WebMethods Developer,http://en.wikipedia.org/w/index.php?diff=605619080,605619080,1398353734,198.21.21.21,3323270421
9724762,WebMethods Integration Server,http://en.wikipedia.org/w/index.php?diff=605618099,605618099,1398353254,198.21.21.21,3323270421
9724762,WebMethods Integration Server,http://en.wikipedia.org/w/index.php?diff=605617789,605617789,1398353110,198.21.21.21,3323270421
9724762,WebMethods Integration Server,http://en.wikipedia.org/w/index.php?diff=605617651,605617651,1398353039,198.21.21.21,3323270421
157294,Nottingham Forest F.C.,http://en.wikipedia.org/w/index.php?diff=601499863,601499863,1395925169,198.21.21.21,3323270421
4854903,Malcom McLean,http://en.wikipedia.org/w/index.php?diff=599567390,599567390,1394795510,198.81.129.186,3327230394
320057,Chartreuse (liqueur),http://en.wikipedia.org/w/index.php?diff=599387885,599387885,1394683750,198.81.129.186,3327230394
250336,BMP file format,http://en.wikipedia.org/w/index.php?diff=596027323,596027323,1392731766,198.81.129.195,3327230403
