article_id,title,diff_url,revision_id,ts,timestamp,contributor_ip
10603,Field (mathematics),http://en.wikipedia.org/w/index.php?diff=341422759,341422759,1.265089311E9,1265089311,198.36.40.4
65980,Jaundice,http://en.wikipedia.org/w/index.php?diff=341339861,341339861,1.265057075E9,1265057075,166.87.136.114
667601,List of Harry Potter characters,http://en.wikipedia.org/w/index.php?diff=341292095,341292095,1.265040678E9,1265040678,166.87.255.132
1205693,ZFS,http://en.wikipedia.org/w/index.php?diff=341258089,341258089,1.26502291E9,1265022910,198.36.39.1
1205693,ZFS,http://en.wikipedia.org/w/index.php?diff=341257877,341257877,1.265022748E9,1265022748,198.36.39.1
1205693,ZFS,http://en.wikipedia.org/w/index.php?diff=341257820,341257820,1.265022702E9,1265022702,198.36.39.1
163038,Aamir Khan,http://en.wikipedia.org/w/index.php?diff=341233984,341233984,1.265006426E9,1265006426,198.36.40.2
7809444,Claims to be the fastest-growing religion,http://en.wikipedia.org/w/index.php?diff=340931561,340931561,1.264873292E9,1264873292,166.87.255.129
7809444,Claims to be the fastest-growing religion,http://en.wikipedia.org/w/index.php?diff=340931259,340931259,1.264873187E9,1264873187,166.87.255.129
16101338,Shaka Laka Boom Boom,http://en.wikipedia.org/w/index.php?diff=340920615,340920615,1.264869122E9,1264869122,166.87.162.198
271459,Wikipedia:Avoid peacock terms,http://en.wikipedia.org/w/index.php?diff=340913246,340913246,1.264866133E9,1264866133,166.87.162.198
271459,Wikipedia:Avoid peacock terms,http://en.wikipedia.org/w/index.php?diff=340912943,340912943,1.264866019E9,1264866019,166.87.162.198
24986106,2010 Australian Open – Women's Singles,http://en.wikipedia.org/w/index.php?diff=340877275,340877275,1.264847352E9,1264847352,198.36.40.4
24986106,2010 Australian Open – Women's Singles,http://en.wikipedia.org/w/index.php?diff=340877191,340877191,1.264847298E9,1264847298,198.36.40.4
525486,The Mission (film),http://en.wikipedia.org/w/index.php?diff=340793378,340793378,1.264802614E9,1264802614,166.87.255.141
525486,The Mission (film),http://en.wikipedia.org/w/index.php?diff=340789702,340789702,1.26480124E9,1264801240,166.87.255.142
65980,Jaundice,http://en.wikipedia.org/w/index.php?diff=340780612,340780612,1.264797854E9,1264797854,166.87.174.206
46313,Globalization,http://en.wikipedia.org/w/index.php?diff=340754394,340754394,1.264788241E9,1264788241,166.87.142.21
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340732972,340732972,1.264780274E9,1264780274,166.87.142.21
5028410,Trading Corporation of Pakistan,http://en.wikipedia.org/w/index.php?diff=340712961,340712961,1.26477161E9,1264771610,166.87.172.239
24780248,HP Envy,http://en.wikipedia.org/w/index.php?diff=340700608,340700608,1.2647644E9,1264764400,166.87.255.142
46313,Globalization,http://en.wikipedia.org/w/index.php?diff=340686823,340686823,1.264755394E9,1264755394,166.87.142.21
53029,Muammar al-Gaddafi,http://en.wikipedia.org/w/index.php?diff=340685731,340685731,1.264754693E9,1264754693,166.87.255.132
53029,Muammar al-Gaddafi,http://en.wikipedia.org/w/index.php?diff=340685570,340685570,1.264754564E9,1264754564,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684804,340684804,1.264753977E9,1264753977,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684702,340684702,1.264753902E9,1264753902,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684621,340684621,1.264753841E9,1264753841,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684478,340684478,1.26475373E9,1264753730,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684428,340684428,1.264753692E9,1264753692,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684273,340684273,1.264753577E9,1264753577,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684246,340684246,1.264753555E9,1264753555,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340684061,340684061,1.264753408E9,1264753408,166.87.255.132
166899,Eugene McCarthy,http://en.wikipedia.org/w/index.php?diff=340683866,340683866,1.264753265E9,1264753265,166.87.255.132
479733,Sheila Jackson-Lee,http://en.wikipedia.org/w/index.php?diff=340406021,340406021,1.264627565E9,1264627565,64.215.209.1
192632,Okefenokee Swamp,http://en.wikipedia.org/w/index.php?diff=340325184,340325184,1.264597576E9,1264597576,198.36.40.1
10072048,Timeline of the Iranian Islamic revolution,http://en.wikipedia.org/w/index.php?diff=340288124,340288124,1.264572526E9,1264572526,198.36.40.1
10072048,Timeline of the Iranian Islamic revolution,http://en.wikipedia.org/w/index.php?diff=340288027,340288027,1.264572473E9,1264572473,198.36.40.1
10072048,Timeline of the Iranian Islamic revolution,http://en.wikipedia.org/w/index.php?diff=340287975,340287975,1.264572442E9,1264572442,198.36.39.3
10072048,Timeline of the Iranian Islamic revolution,http://en.wikipedia.org/w/index.php?diff=340287856,340287856,1.264572365E9,1264572365,198.36.40.1
