page_id,title,diff_url,revision_id,ts,timestamp,contributor_ip
1244422,Agmund Bolts vei (Oslo),http://no.wikipedia.org/w/index.php?diff=13256504,13256504,1.404815309E9,1404815309,132.150.226.76
86422,Patsy Cline,http://no.wikipedia.org/w/index.php?diff=13255219,13255219,1.404738546E9,1404738546,132.150.226.76
1248215,Marthe Hommerstad,http://no.wikipedia.org/w/index.php?diff=13254660,13254660,1.40471897E9,1404718970,85.88.64.198
160740,Marius Helgå,http://no.wikipedia.org/w/index.php?diff=13245704,13245704,1.404286251E9,1404286251,132.150.8.6
1036504,Sandreke,http://no.wikipedia.org/w/index.php?diff=13244538,13244538,1.404213045E9,1404213045,132.150.226.76
1036504,Sandreke,http://no.wikipedia.org/w/index.php?diff=13244529,13244529,1.404212667E9,1404212667,132.150.226.76
1036504,Sandreke,http://no.wikipedia.org/w/index.php?diff=13244527,13244527,1.404212558E9,1404212558,132.150.226.76
173176,Østgaards gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13234505,13234505,1.403691096E9,1403691096,132.150.226.76
495145,Torshov kirkepark,http://no.wikipedia.org/w/index.php?diff=13233247,13233247,1.403591037E9,1403591037,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13233231,13233231,1.403587148E9,1403587148,132.150.226.76
385769,Per Kvibergs gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13233228,13233228,1.403586541E9,1403586541,132.150.226.76
385769,Per Kvibergs gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13233226,13233226,1.403586505E9,1403586505,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13231692,13231692,1.40351087E9,1403510870,132.150.226.76
4107,Rygge,http://no.wikipedia.org/w/index.php?diff=13231587,13231587,1.403506201E9,1403506201,132.150.8.6
1374,Østfold,http://no.wikipedia.org/w/index.php?diff=13231583,13231583,1.403505849E9,1403505849,132.150.8.6
1024684,Erik Tørrissen,http://no.wikipedia.org/w/index.php?diff=13224294,13224294,1.403086977E9,1403086977,85.88.64.198
241949,Delområde,http://no.wikipedia.org/w/index.php?diff=13222304,13222304,1.402999691E9,1402999691,132.150.226.76
505034,Fylkesvei 226 (Akershus),http://no.wikipedia.org/w/index.php?diff=13222063,13222063,1.402983919E9,1402983919,132.150.226.76
32261,Østensjøbanen,http://no.wikipedia.org/w/index.php?diff=13221036,13221036,1.402918807E9,1402918807,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220956,13220956,1.402914471E9,1402914471,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220954,13220954,1.402914388E9,1402914388,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220952,13220952,1.402914241E9,1402914241,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220949,13220949,1.402914075E9,1402914075,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220945,13220945,1.402913993E9,1402913993,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220940,13220940,1.402913852E9,1402913852,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220939,13220939,1.402913775E9,1402913775,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220938,13220938,1.402913678E9,1402913678,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220933,13220933,1.402913539E9,1402913539,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220925,13220925,1.402913072E9,1402913072,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220924,13220924,1.402912988E9,1402912988,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220919,13220919,1.402912879E9,1402912879,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220914,13220914,1.402912692E9,1402912692,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220913,13220913,1.402912641E9,1402912641,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220906,13220906,1.402912504E9,1402912504,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13220902,13220902,1.402912442E9,1402912442,132.150.226.76
1226816,Ottar Birtings gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13220816,13220816,1.402909839E9,1402909839,132.150.226.76
1182022,Uranienborgveien (Oslo),http://no.wikipedia.org/w/index.php?diff=13220812,13220812,1.402909647E9,1402909647,132.150.226.76
294226,Biodrivstoff,http://no.wikipedia.org/w/index.php?diff=13220679,13220679,1.402903393E9,1402903393,132.150.8.6
775035,Sveriges ambassade i Oslo,http://no.wikipedia.org/w/index.php?diff=13212059,13212059,1.40265113E9,1402651130,132.150.226.76
1235851,Messepromenaden (Oslo),http://no.wikipedia.org/w/index.php?diff=13211846,13211846,1.402638181E9,1402638181,132.150.226.76
1235224,Hans Ola Urstad,http://no.wikipedia.org/w/index.php?diff=13211735,13211735,1.402620999E9,1402620999,132.150.226.76
1226983,Bygdøynesveien (Oslo),http://no.wikipedia.org/w/index.php?diff=13210571,13210571,1.402567201E9,1402567201,132.150.226.76
202611,Liste over kirker i Oslo,http://no.wikipedia.org/w/index.php?diff=13210348,13210348,1.402557912E9,1402557912,132.150.226.76
202611,Liste over kirker i Oslo,http://no.wikipedia.org/w/index.php?diff=13210342,13210342,1.402557543E9,1402557543,132.150.226.76
385746,Anna Sethnes gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13210291,13210291,1.402553243E9,1402553243,132.150.226.76
385746,Anna Sethnes gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13210266,13210266,1.402551582E9,1402551582,132.150.226.76
1235224,Hans Ola Urstad,http://no.wikipedia.org/w/index.php?diff=13210225,13210225,1.402548291E9,1402548291,132.150.226.76
1033390,Store Åklungen,http://no.wikipedia.org/w/index.php?diff=13207363,13207363,1.402408908E9,1402408908,132.150.226.76
1033390,Store Åklungen,http://no.wikipedia.org/w/index.php?diff=13207360,13207360,1.402408881E9,1402408881,132.150.226.76
1226339,Inkognito terrasse (Oslo),http://no.wikipedia.org/w/index.php?diff=13207040,13207040,1.402396015E9,1402396015,132.150.226.76
134247,Hans Kristian Eriksen,http://no.wikipedia.org/w/index.php?diff=13206034,13206034,1.402341176E9,1402341176,132.150.226.76
134247,Hans Kristian Eriksen,http://no.wikipedia.org/w/index.php?diff=13206032,13206032,1.40234113E9,1402341130,132.150.226.76
713075,Diskusjon:Nordberg (Oslo),http://no.wikipedia.org/w/index.php?diff=13198555,13198555,1.401967145E9,1401967145,132.150.226.76
190385,Nilserudkleiva (Oslo),http://no.wikipedia.org/w/index.php?diff=13198541,13198541,1.401966542E9,1401966542,132.150.226.76
702580,Tåsenveien,http://no.wikipedia.org/w/index.php?diff=13198532,13198532,1.401966164E9,1401966164,132.150.226.76
606013,St. Halvards gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13198147,13198147,1.40195207E9,1401952070,132.150.226.76
89365,Peter Nicolai Arbo,http://no.wikipedia.org/w/index.php?diff=13198100,13198100,1.401948669E9,1401948669,132.150.226.76
805409,Jan Inge Hovig,http://no.wikipedia.org/w/index.php?diff=13194288,13194288,1.40177916E9,1401779160,132.150.226.76
648558,Liste over ambassader i Oslo,http://no.wikipedia.org/w/index.php?diff=13194226,13194226,1.401775451E9,1401775451,132.150.226.76
648558,Liste over ambassader i Oslo,http://no.wikipedia.org/w/index.php?diff=13194223,13194223,1.401775119E9,1401775119,132.150.226.76
186556,Michael Nesmith,http://no.wikipedia.org/w/index.php?diff=13192238,13192238,1.401700698E9,1401700698,132.150.226.76
1239321,Klostergata (Oslo),http://no.wikipedia.org/w/index.php?diff=13179188,13179188,1.401266568E9,1401266568,132.150.226.76
1239288,Rostockergata (Oslo),http://no.wikipedia.org/w/index.php?diff=13174442,13174442,1.401086173E9,1401086173,132.150.226.76
1239133,Wismargata (Oslo),http://no.wikipedia.org/w/index.php?diff=13174441,13174441,1.401086112E9,1401086112,132.150.226.76
613320,Klosterenga økologiboliger,http://no.wikipedia.org/w/index.php?diff=13174433,13174433,1.401085845E9,1401085845,132.150.226.76
1182431,Casparis gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13169041,13169041,1.400839597E9,1400839597,132.150.226.76
1182431,Casparis gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13169040,13169040,1.400839578E9,1400839578,132.150.226.76
33648,Jens P. Heyerdahl,http://no.wikipedia.org/w/index.php?diff=13168735,13168735,1.400827978E9,1400827978,132.150.226.76
1069766,Lyder Sagens gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13164407,13164407,1.400659276E9,1400659276,132.150.226.76
160555,Liste over Oslos gater,http://no.wikipedia.org/w/index.php?diff=13164234,13164234,1.400654324E9,1400654324,132.150.226.76
548177,Hesselbergs gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13164233,13164233,1.400654231E9,1400654231,132.150.226.76
237791,Monrads gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13162370,13162370,1.40057209E9,1400572090,132.150.226.76
59000,Lilleakerbanen,http://no.wikipedia.org/w/index.php?diff=13153412,13153412,1.400221299E9,1400221299,132.150.226.76
10667,Søtvierfamilien,http://no.wikipedia.org/w/index.php?diff=13151836,13151836,1.400155712E9,1400155712,132.150.226.76
10667,Søtvierfamilien,http://no.wikipedia.org/w/index.php?diff=13151830,13151830,1.400155574E9,1400155574,132.150.226.76
1144188,Carl Ferdinand Linthoe,http://no.wikipedia.org/w/index.php?diff=13151513,13151513,1.400149422E9,1400149422,132.150.226.76
1141975,Fin Wollebæk,http://no.wikipedia.org/w/index.php?diff=13151510,13151510,1.400149377E9,1400149377,132.150.226.76
1142715,Otto Schønheyder,http://no.wikipedia.org/w/index.php?diff=13151499,13151499,1.400149149E9,1400149149,132.150.226.76
1141153,Peer Qvam,http://no.wikipedia.org/w/index.php?diff=13151497,13151497,1.400149094E9,1400149094,132.150.226.76
341211,Rolf Prag,http://no.wikipedia.org/w/index.php?diff=13151493,13151493,1.400149015E9,1400149015,132.150.226.76
1144322,Johan Fredrich Lühr,http://no.wikipedia.org/w/index.php?diff=13151486,13151486,1.400148771E9,1400148771,132.150.226.76
1144310,Andreas Keitel,http://no.wikipedia.org/w/index.php?diff=13151476,13151476,1.400148625E9,1400148625,132.150.226.76
1141955,Heinrich Jürgensen,http://no.wikipedia.org/w/index.php?diff=13151471,13151471,1.40014854E9,1400148540,132.150.226.76
1145861,Gulbrand Johnsen,http://no.wikipedia.org/w/index.php?diff=13151459,13151459,1.400148391E9,1400148391,132.150.226.76
1145861,Gulbrand Johnsen,http://no.wikipedia.org/w/index.php?diff=13151450,13151450,1.400148304E9,1400148304,132.150.226.76
1152582,Gudmund Hoel,http://no.wikipedia.org/w/index.php?diff=13151444,13151444,1.400148207E9,1400148207,132.150.226.76
161700,Erik Glosimodt,http://no.wikipedia.org/w/index.php?diff=13151428,13151428,1.400147921E9,1400147921,132.150.226.76
1142854,Mads Wiel Gedde,http://no.wikipedia.org/w/index.php?diff=13151425,13151425,1.400147861E9,1400147861,132.150.226.76
1174792,Carl Corwin,http://no.wikipedia.org/w/index.php?diff=13151421,13151421,1.400147798E9,1400147798,132.150.226.76
1174892,Bjarne Friis Baastad,http://no.wikipedia.org/w/index.php?diff=13151416,13151416,1.400147717E9,1400147717,132.150.226.76
1140990,Henry Bucher,http://no.wikipedia.org/w/index.php?diff=13151408,13151408,1.400147622E9,1400147622,132.150.226.76
405823,Framneshaven (Tinker'n),http://no.wikipedia.org/w/index.php?diff=13149190,13149190,1.400059393E9,1400059393,132.150.226.76
1235842,Askekroken (Oslo),http://no.wikipedia.org/w/index.php?diff=13148882,13148882,1.400052691E9,1400052691,132.150.226.76
1235842,Askekroken (Oslo),http://no.wikipedia.org/w/index.php?diff=13148880,13148880,1.400052668E9,1400052668,132.150.226.76
1226757,Lambrechts' gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13147216,13147216,1.399978169E9,1399978169,132.150.226.76
103945,Knud Knudsens plass (Oslo),http://no.wikipedia.org/w/index.php?diff=13147209,13147209,1.399978005E9,1399978005,132.150.226.76
103945,Knud Knudsens plass (Oslo),http://no.wikipedia.org/w/index.php?diff=13147207,13147207,1.399977983E9,1399977983,132.150.226.76
161263,Munchs gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13147200,13147200,1.399977732E9,1399977732,132.150.226.76
686126,Holmboes gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13145317,13145317,1.399899922E9,1399899922,132.150.226.76
308938,Kårvikhamn,http://no.wikipedia.org/w/index.php?diff=13145277,13145277,1.399898959E9,1399898959,132.150.8.6
649850,Karenslyst allé,http://no.wikipedia.org/w/index.php?diff=13145269,13145269,1.399898852E9,1399898852,132.150.226.76
649850,Karenslyst allé,http://no.wikipedia.org/w/index.php?diff=13145261,13145261,1.399898771E9,1399898771,132.150.226.76
649850,Karenslyst allé,http://no.wikipedia.org/w/index.php?diff=13145246,13145246,1.399898517E9,1399898517,132.150.226.76
1235871,Hoffselvpromenaden (Oslo),http://no.wikipedia.org/w/index.php?diff=13145238,13145238,1.399898367E9,1399898367,132.150.226.76
494110,Arkitektur,http://no.wikipedia.org/w/index.php?diff=13144886,13144886,1.399890098E9,1399890098,132.150.8.6
202614,Liste over kirker i Sogn og Fjordane,http://no.wikipedia.org/w/index.php?diff=13136135,13136135,1.399475234E9,1399475234,132.150.226.76
1231377,Thorvald Erichsens vei (Oslo),http://no.wikipedia.org/w/index.php?diff=13135351,13135351,1.399442963E9,1399442963,132.150.226.76
1227783,Tostrup terrasse (Oslo),http://no.wikipedia.org/w/index.php?diff=13131603,13131603,1.399290096E9,1399290096,132.150.226.76
1226909,Sigurd Syrs gate (Oslo),http://no.wikipedia.org/w/index.php?diff=13131562,13131562,1.399289378E9,1399289378,132.150.226.76
1173707,Kanslergata (Oslo),http://no.wikipedia.org/w/index.php?diff=13131301,13131301,1.399283653E9,1399283653,132.150.226.76
90740,"Liste over kjente palisadekirker, stolpekirker og stavkirker",http://no.wikipedia.org/w/index.php?diff=13121369,13121369,1.398840404E9,1398840404,132.150.226.76
1166823,Holmen stavkirke (Sigdal),http://no.wikipedia.org/w/index.php?diff=13121360,13121360,1.398840087E9,1398840087,132.150.226.76
