id,title,diff_url,revision_id,timestamp,contributor_ip
23371965,Lapland War,http://en.wikipedia.org/w/index.php?diff=340682595,340682595,1264752281,193.17.244.3
13695991,Universität der Bundeswehr München,http://en.wikipedia.org/w/index.php?diff=340350728,340350728,1264608303,137.193.16.78
47737,"Las Vegas, Nevada",http://en.wikipedia.org/w/index.php?diff=340178618,340178618,1264531505,139.11.6.210
4049775,Millennium Commission,http://en.wikipedia.org/w/index.php?diff=339132961,339132961,1264072591,77.87.224.97
7729443,Persian calligraphy,http://en.wikipedia.org/w/index.php?diff=338536869,338536869,1263813960,77.87.224.97
776450,Nastaʿlīq script,http://en.wikipedia.org/w/index.php?diff=338536490,338536490,1263813708,77.87.224.97
18264456,File:BV41 Menues E new.png,http://en.wikipedia.org/w/index.php?diff=336610148,336610148,1262965161,194.95.119.139
12330292,Global warming game,http://en.wikipedia.org/w/index.php?diff=336583292,336583292,1262952305,77.87.224.98
18264456,File:BV41 Menues E new.png,http://en.wikipedia.org/w/index.php?diff=336564862,336564862,1262940225,194.95.119.139
4498317,European Data Format,http://en.wikipedia.org/w/index.php?diff=335985265,335985265,1262692274,194.94.94.134
69058,List of countries by population,http://en.wikipedia.org/w/index.php?diff=333553508,333553508,1261576002,77.87.224.97
25478628,Volker Wieker,http://en.wikipedia.org/w/index.php?diff=332905221,332905221,1261339246,137.193.17.24
25478628,Volker Wieker,http://en.wikipedia.org/w/index.php?diff=332904885,332904885,1261339123,137.193.17.24
194200,International Security Assistance Force,http://en.wikipedia.org/w/index.php?diff=332751995,332751995,1261263815,139.11.6.209
3693945,Alexander McNutt (colonisation),http://en.wikipedia.org/w/index.php?diff=332251688,332251688,1261041025,193.17.232.1
556380,"California State University, Fresno",http://en.wikipedia.org/w/index.php?diff=332193238,332193238,1261019666,139.11.6.209
15233213,Funnel plot,http://en.wikipedia.org/w/index.php?diff=331813669,331813669,1260888162,77.87.224.99
20808216,SitCen,http://en.wikipedia.org/w/index.php?diff=331596197,331596197,1260786570,193.17.244.2
20808216,SitCen,http://en.wikipedia.org/w/index.php?diff=331596129,331596129,1260786511,193.17.244.2
194200,International Security Assistance Force,http://en.wikipedia.org/w/index.php?diff=331335689,331335689,1260660727,139.11.6.203
18618239,U.S. state,http://en.wikipedia.org/w/index.php?diff=330989358,330989358,1260493835,139.11.6.210
4861093,Boone High School,http://en.wikipedia.org/w/index.php?diff=330966490,330966490,1260486400,139.11.6.210
17885,Luftwaffe,http://en.wikipedia.org/w/index.php?diff=329108444,329108444,1259701060,139.11.6.205
17839,London Underground,http://en.wikipedia.org/w/index.php?diff=329047268,329047268,1259681910,77.87.224.97
17839,London Underground,http://en.wikipedia.org/w/index.php?diff=329046793,329046793,1259681761,77.87.224.97
3650768,London Underground in popular culture,http://en.wikipedia.org/w/index.php?diff=329044009,329044009,1259680863,77.87.224.97
1438860,Biometric passport,http://en.wikipedia.org/w/index.php?diff=328745972,328745972,1259561101,77.87.228.68
2768273,Andrew von Eschenbach,http://en.wikipedia.org/w/index.php?diff=328034008,328034008,1259239149,139.11.6.205
2048315,List of hooligan firms,http://en.wikipedia.org/w/index.php?diff=327962369,327962369,1259197113,137.193.146.14
2048315,List of hooligan firms,http://en.wikipedia.org/w/index.php?diff=327960510,327960510,1259196322,137.193.146.14
2813756,Fernspähkompanie,http://en.wikipedia.org/w/index.php?diff=327889632,327889632,1259169333,139.11.6.204
11117477,List of Spider-Man comics,http://en.wikipedia.org/w/index.php?diff=327825654,327825654,1259135035,80.245.147.81
11117477,List of Spider-Man comics,http://en.wikipedia.org/w/index.php?diff=327825542,327825542,1259134979,80.245.147.81
11117477,List of Spider-Man comics,http://en.wikipedia.org/w/index.php?diff=327825449,327825449,1259134923,80.245.147.81
11117477,List of Spider-Man comics,http://en.wikipedia.org/w/index.php?diff=327825352,327825352,1259134867,80.245.147.81
11117477,List of Spider-Man comics,http://en.wikipedia.org/w/index.php?diff=327825011,327825011,1259134668,80.245.147.81
11117477,List of Spider-Man comics,http://en.wikipedia.org/w/index.php?diff=327824893,327824893,1259134593,80.245.147.81
14920846,Prince Pedro Carlos of Orléans-Braganza,http://en.wikipedia.org/w/index.php?diff=327630652,327630652,1259051062,77.87.224.100
407159,Levirate marriage,http://en.wikipedia.org/w/index.php?diff=326903847,326903847,1258711927,77.87.228.68
10037925,Zaberfeld,http://en.wikipedia.org/w/index.php?diff=326749056,326749056,1258646736,137.193.138.152
21522000,Alexander Mohr,http://en.wikipedia.org/w/index.php?diff=326333908,326333908,1258460315,77.87.228.67
21522000,Alexander Mohr,http://en.wikipedia.org/w/index.php?diff=326333750,326333750,1258460189,77.87.228.67
1336552,List of Iranian writers,http://en.wikipedia.org/w/index.php?diff=326300488,326300488,1258436806,77.87.228.68
4536731,Airman Battle Uniform,http://en.wikipedia.org/w/index.php?diff=325861593,325861593,1258234185,137.193.132.4
31035,Thomas Wolsey,http://en.wikipedia.org/w/index.php?diff=325589130,325589130,1258100734,193.17.243.1
22409745,List of proposed geoengineering projects,http://en.wikipedia.org/w/index.php?diff=324055764,324055764,1257412890,193.174.171.2
22409745,List of proposed geoengineering projects,http://en.wikipedia.org/w/index.php?diff=322920555,322920555,1256910861,193.174.171.2
17955,Leipzig,http://en.wikipedia.org/w/index.php?diff=322535063,322535063,1256738390,77.87.224.97
24809526,Peter Ramsauer,http://en.wikipedia.org/w/index.php?diff=322533401,322533401,1256737674,77.87.228.65
602401,Facial recognition system,http://en.wikipedia.org/w/index.php?diff=322508597,322508597,1256724610,77.87.224.100
13201685,Smart grid,http://en.wikipedia.org/w/index.php?diff=322341082,322341082,1256653603,77.87.224.99
1612553,Taxation in Germany,http://en.wikipedia.org/w/index.php?diff=322311940,322311940,1256638275,80.245.147.81
10979,Franklin D. Roosevelt,http://en.wikipedia.org/w/index.php?diff=321386364,321386364,1256222070,137.193.108.111
140594,World Customs Organization,http://en.wikipedia.org/w/index.php?diff=321174178,321174178,1256124723,80.245.147.81
4301473,Wikipedia:Article Incubator/Amr Adib,http://en.wikipedia.org/w/index.php?diff=320487801,320487801,1255818717,137.193.213.163
4301473,Wikipedia:Article Incubator/Amr Adib,http://en.wikipedia.org/w/index.php?diff=320487384,320487384,1255818588,137.193.213.163
4301473,Wikipedia:Article Incubator/Amr Adib,http://en.wikipedia.org/w/index.php?diff=320487249,320487249,1255818540,137.193.213.163
11558243,Helmut Schmidt University,http://en.wikipedia.org/w/index.php?diff=320305695,320305695,1255733852,139.11.6.203
11617616,Talk:Helmut Schmidt University,http://en.wikipedia.org/w/index.php?diff=320297555,320297555,1255731014,139.11.6.203
4069083,Konstantin Märska,http://en.wikipedia.org/w/index.php?diff=319652097,319652097,1255453712,77.87.224.97
7828731,Bundesgartenschau,http://en.wikipedia.org/w/index.php?diff=319602759,319602759,1255431691,77.87.228.65
24670670,User talk:137.193.199.34,http://en.wikipedia.org/w/index.php?diff=319550934,319550934,1255402199,137.193.199.34
13637678,User talk:EnigmaMcmxc,http://en.wikipedia.org/w/index.php?diff=319544134,319544134,1255399150,137.193.199.34
24670670,User talk:137.193.199.34,http://en.wikipedia.org/w/index.php?diff=319543421,319543421,1255398885,137.193.199.34
252164,Operation Totalize,http://en.wikipedia.org/w/index.php?diff=319537419,319537419,1255396368,137.193.199.34
252164,Operation Totalize,http://en.wikipedia.org/w/index.php?diff=319534748,319534748,1255395222,137.193.199.34
20694764,Solar radiation management,http://en.wikipedia.org/w/index.php?diff=318461161,318461161,1254926374,193.174.171.2
15098123,Josef Winkler,http://en.wikipedia.org/w/index.php?diff=318419529,318419529,1254906333,193.17.232.1
8084657,Sebastian Edathy,http://en.wikipedia.org/w/index.php?diff=318419348,318419348,1254906222,193.17.232.1
15098123,Josef Winkler,http://en.wikipedia.org/w/index.php?diff=318419187,318419187,1254906110,193.17.232.1
12378453,German Armed Forces casualties in Afghanistan,http://en.wikipedia.org/w/index.php?diff=318046015,318046015,1254751675,139.11.6.206
12378453,German Armed Forces casualties in Afghanistan,http://en.wikipedia.org/w/index.php?diff=318045796,318045796,1254751589,139.11.6.206
7425812,BV4.1 (software),http://en.wikipedia.org/w/index.php?diff=318007439,318007439,1254732004,194.95.119.139
13695991,Universität der Bundeswehr München,http://en.wikipedia.org/w/index.php?diff=317691742,317691742,1254596182,137.193.16.15
223796,Public key certificate,http://en.wikipedia.org/w/index.php?diff=317432943,317432943,1254468275,77.87.228.68
15795871,Munich University for Political Science,http://en.wikipedia.org/w/index.php?diff=317327224,317327224,1254422808,137.193.16.79
171655,1979 in film,http://en.wikipedia.org/w/index.php?diff=317283098,317283098,1254407037,77.87.228.67
171652,1980 in film,http://en.wikipedia.org/w/index.php?diff=317281532,317281532,1254406415,77.87.228.67
2488840,Talk:Dungeons & Dragons Online,http://en.wikipedia.org/w/index.php?diff=316109178,316109178,1253880257,80.245.147.81
2488840,Talk:Dungeons & Dragons Online,http://en.wikipedia.org/w/index.php?diff=316109107,316109107,1253880217,80.245.147.81
2488840,Talk:Dungeons & Dragons Online,http://en.wikipedia.org/w/index.php?diff=316108408,316108408,1253879856,80.245.147.81
2488840,Talk:Dungeons & Dragons Online,http://en.wikipedia.org/w/index.php?diff=316107140,316107140,1253879212,80.245.147.81
2391871,Dungeons & Dragons Online,http://en.wikipedia.org/w/index.php?diff=316106283,316106283,1253878752,80.245.147.81
